sample	group	feature	value	view
H4031	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.02948303	metagenomics
H4032	IBD	UNGROUPED	8157.0	proteomics
H4032	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	308.0	proteomics
H4032	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	77.0	proteomics
H4032	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	61.0	proteomics
H4032	IBD	K01805: xylose isomerase [EC:5.3.1.5]	62.0	proteomics
H4032	IBD	K02358: elongation factor EF-Tu	111.0	proteomics
H4032	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	27.0	proteomics
H4032	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	7.0	proteomics
H4032	IBD	K03521: electron transfer flavoprotein beta subunit	26.0	proteomics
H4032	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	50.0	proteomics
H4032	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	78.0	proteomics
H4032	IBD	K02967: small subunit ribosomal protein S2	12.0	proteomics
H4032	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	101.0	proteomics
H4032	IBD	K04043: molecular chaperone DnaK	83.0	proteomics
H4032	IBD	K04077: chaperonin GroEL	100.0	proteomics
H4032	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	4.0	proteomics
H4032	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	2.0	proteomics
H4032	IBD	K02357: elongation factor EF-Ts	33.0	proteomics
H4032	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	20.0	proteomics
H4032	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	43.0	proteomics
H4032	IBD	K07175: PhoH-like ATPase	3.0	proteomics
H4032	IBD	K00615: transketolase [EC:2.2.1.1]	4.0	proteomics
H4032	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	11.0	proteomics
H4032	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	6.0	proteomics
H4032	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	0.0	proteomics
H4032	IBD	IGHG1	50752.0	transcriptomics
H4032	IBD	PIGR	973561.0	transcriptomics
H4032	IBD	IGHA1	231368.0	transcriptomics
H4032	IBD	IGHM	106033.0	transcriptomics
H4032	IBD	REG1A	904171.0	transcriptomics
H4032	IBD	IGHA2	138195.0	transcriptomics
H4032	IBD	IGJ	343573.0	transcriptomics
H4032	IBD	OLFM4	331838.0	transcriptomics
H4032	IBD	CEACAM5	455812.0	transcriptomics
H4032	IBD	REG1B	450907.0	transcriptomics
H4032	IBD	ITLN1	88250.0	transcriptomics
H4032	IBD	B2M	1525940.0	transcriptomics
H4032	IBD	IGKV3-20	85766.0	transcriptomics
H4032	IBD	MMP1	5012.0	transcriptomics
H4032	IBD	CLCA1	551978.0	transcriptomics
H4032	IBD	COL3A1	70031.0	transcriptomics
H4032	IBD	ALDOB	191767.0	transcriptomics
H4032	IBD	hsa-mir-6723	21814.0	transcriptomics
H4032	IBD	IGKV3-11	42129.0	transcriptomics
H4032	IBD	AGR2	205563.0	transcriptomics
H4032	IBD	LCN2	30812.0	transcriptomics
H4032	IBD	MMP3	4645.0	transcriptomics
H4032	IBD	SLC26A3	556700.0	transcriptomics
H4032	IBD	IGHV3-23	41762.0	transcriptomics
H4032	IBD	EEF1A1	993843.0	transcriptomics
H4032	IBD	PWY-6737: starch degradation V	0.16440127	metagenomics
H4032	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.0010173257	metagenomics
H4032	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.000717112	metagenomics
H4032	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.147613	metagenomics
H4032	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.2021259	metagenomics
H4032	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.2021259	metagenomics
H4032	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.08171236	metagenomics
H4032	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.025029947	metagenomics
H4032	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.0818191	metagenomics
H4032	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.11040691	metagenomics
H4032	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.000464875	metagenomics
H4032	IBD	PWY-6609: adenine and adenosine salvage III	0.11498009000000001	metagenomics
H4032	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.0004268929	metagenomics
H4032	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.000428124	metagenomics
H4032	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.000509376	metagenomics
H4032	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.023026968	metagenomics
H4032	IBD	PWY-6737: starch degradation V|unclassified	0.024480962	metagenomics
H4032	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.0001754335	metagenomics
H4032	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.036877064	metagenomics
H4032	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.0003473515	metagenomics
H4032	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0001850562	metagenomics
H4032	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.002034424	metagenomics
H4032	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.00029946599999999997	metagenomics
H4032	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.000182954	metagenomics
H4032	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.000182954	metagenomics
H4035	IBD	UNGROUPED	7831.0	proteomics
H4035	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	195.0	proteomics
H4035	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	56.0	proteomics
H4035	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	33.0	proteomics
H4035	IBD	K01805: xylose isomerase [EC:5.3.1.5]	76.0	proteomics
H4035	IBD	K02358: elongation factor EF-Tu	111.0	proteomics
H4035	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	64.0	proteomics
H4035	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	33.0	proteomics
H4035	IBD	K03521: electron transfer flavoprotein beta subunit	8.0	proteomics
H4035	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	62.0	proteomics
H4035	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	78.0	proteomics
H4035	IBD	K02967: small subunit ribosomal protein S2	9.0	proteomics
H4035	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	146.0	proteomics
H4035	IBD	K04043: molecular chaperone DnaK	112.0	proteomics
H4035	IBD	K04077: chaperonin GroEL	100.0	proteomics
H4035	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	5.0	proteomics
H4035	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	3.0	proteomics
H4035	IBD	K02357: elongation factor EF-Ts	35.0	proteomics
H4035	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	18.0	proteomics
H4035	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	83.0	proteomics
H4035	IBD	K07175: PhoH-like ATPase	0.0	proteomics
H4035	IBD	K00615: transketolase [EC:2.2.1.1]	27.0	proteomics
H4035	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	13.0	proteomics
H4035	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
H4035	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	1.0	proteomics
H4035	IBD	IGHG1	68379.0	transcriptomics
H4035	IBD	PIGR	1420626.0	transcriptomics
H4035	IBD	IGHA1	444378.0	transcriptomics
H4035	IBD	IGHM	82346.0	transcriptomics
H4035	IBD	REG1A	103787.0	transcriptomics
H4035	IBD	IGHA2	113927.0	transcriptomics
H4035	IBD	IGJ	429343.0	transcriptomics
H4035	IBD	OLFM4	146330.0	transcriptomics
H4035	IBD	CEACAM5	928016.0	transcriptomics
H4035	IBD	REG1B	16842.0	transcriptomics
H4035	IBD	ITLN1	129829.0	transcriptomics
H4035	IBD	B2M	1322132.0	transcriptomics
H4035	IBD	IGKV3-20	111836.0	transcriptomics
H4035	IBD	MMP1	4610.0	transcriptomics
H4035	IBD	CLCA1	771454.0	transcriptomics
H4035	IBD	COL3A1	49505.0	transcriptomics
H4035	IBD	ALDOB	545311.0	transcriptomics
H4035	IBD	hsa-mir-6723	21843.0	transcriptomics
H4035	IBD	IGKV3-11	48766.0	transcriptomics
H4035	IBD	AGR2	221043.0	transcriptomics
H4035	IBD	LCN2	178461.0	transcriptomics
H4035	IBD	MMP3	5861.0	transcriptomics
H4035	IBD	SLC26A3	503595.0	transcriptomics
H4035	IBD	IGHV3-23	41024.0	transcriptomics
H4035	IBD	EEF1A1	846609.0	transcriptomics
H4035	IBD	PWY-6737: starch degradation V	0.35077383	metagenomics
H4035	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.0079588215	metagenomics
H4035	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.15139366	metagenomics
H4035	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.26971912	metagenomics
H4035	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.32769608	metagenomics
H4035	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.32768147999999997	metagenomics
H4035	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.06244834	metagenomics
H4035	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.083284677	metagenomics
H4035	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.06251247	metagenomics
H4035	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.1223826	metagenomics
H4035	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.11564445	metagenomics
H4035	IBD	PWY-6609: adenine and adenosine salvage III	0.16310129	metagenomics
H4035	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.11394292	metagenomics
H4035	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.12143625	metagenomics
H4035	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.11868077	metagenomics
H4035	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.036317073	metagenomics
H4035	IBD	PWY-6737: starch degradation V|unclassified	0.026859536	metagenomics
H4035	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.13496359	metagenomics
H4035	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.0143808281	metagenomics
H4035	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.115125624	metagenomics
H4035	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.108867727	metagenomics
H4035	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.11589978000000001	metagenomics
H4035	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.11127882	metagenomics
H4035	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.10218964999999999	metagenomics
H4035	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.10218964999999999	metagenomics
H4042	IBD	UNGROUPED	3603.0	proteomics
H4042	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	67.0	proteomics
H4042	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	38.0	proteomics
H4042	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	24.0	proteomics
H4042	IBD	K01805: xylose isomerase [EC:5.3.1.5]	7.0	proteomics
H4042	IBD	K02358: elongation factor EF-Tu	71.0	proteomics
H4042	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	19.0	proteomics
H4042	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	0.0	proteomics
H4042	IBD	K03521: electron transfer flavoprotein beta subunit	9.0	proteomics
H4042	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	11.0	proteomics
H4042	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	19.0	proteomics
H4042	IBD	K02967: small subunit ribosomal protein S2	8.0	proteomics
H4042	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	66.0	proteomics
H4042	IBD	K04043: molecular chaperone DnaK	37.0	proteomics
H4042	IBD	K04077: chaperonin GroEL	58.0	proteomics
H4042	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	1.0	proteomics
H4042	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	0.0	proteomics
H4042	IBD	K02357: elongation factor EF-Ts	6.0	proteomics
H4042	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	18.0	proteomics
H4042	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	19.0	proteomics
H4042	IBD	K07175: PhoH-like ATPase	0.0	proteomics
H4042	IBD	K00615: transketolase [EC:2.2.1.1]	1.0	proteomics
H4042	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	1.0	proteomics
H4042	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
H4042	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	1.0	proteomics
H4042	IBD	IGHG1	188757.0	transcriptomics
H4042	IBD	PIGR	866090.0	transcriptomics
H4042	IBD	IGHA1	418722.0	transcriptomics
H4042	IBD	IGHM	21432.0	transcriptomics
H4042	IBD	REG1A	284.0	transcriptomics
H4042	IBD	IGHA2	26755.0	transcriptomics
H4042	IBD	IGJ	270362.0	transcriptomics
H4042	IBD	OLFM4	135933.0	transcriptomics
H4042	IBD	CEACAM5	468461.0	transcriptomics
H4042	IBD	REG1B	41.0	transcriptomics
H4042	IBD	ITLN1	80931.0	transcriptomics
H4042	IBD	B2M	519067.0	transcriptomics
H4042	IBD	IGKV3-20	68760.0	transcriptomics
H4042	IBD	MMP1	5980.0	transcriptomics
H4042	IBD	CLCA1	222401.0	transcriptomics
H4042	IBD	COL3A1	73942.0	transcriptomics
H4042	IBD	ALDOB	2531.0	transcriptomics
H4042	IBD	hsa-mir-6723	12794.0	transcriptomics
H4042	IBD	IGKV3-11	37397.0	transcriptomics
H4042	IBD	AGR2	134983.0	transcriptomics
H4042	IBD	LCN2	121380.0	transcriptomics
H4042	IBD	MMP3	8112.0	transcriptomics
H4042	IBD	SLC26A3	306470.0	transcriptomics
H4042	IBD	IGHV3-23	53169.0	transcriptomics
H4042	IBD	EEF1A1	592445.0	transcriptomics
H4042	IBD	PWY-6737: starch degradation V	0.157034491	metagenomics
H4042	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.2403178238	metagenomics
H4042	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.009084321	metagenomics
H4042	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.08014963	metagenomics
H4042	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.07979011	metagenomics
H4042	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.07979011	metagenomics
H4042	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.03230657	metagenomics
H4042	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.01963917	metagenomics
H4042	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.0296981	metagenomics
H4042	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.01720874	metagenomics
H4042	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.005918748	metagenomics
H4042	IBD	PWY-6609: adenine and adenosine salvage III	0.04884833	metagenomics
H4042	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.00561531	metagenomics
H4042	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.00676836	metagenomics
H4042	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.005530399	metagenomics
H4042	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.01788116	metagenomics
H4042	IBD	PWY-6737: starch degradation V|unclassified	0.010884161	metagenomics
H4042	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.056751831	metagenomics
H4042	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.0004682924	metagenomics
H4042	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.006372834	metagenomics
H4042	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.005333257	metagenomics
H4042	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.00838971	metagenomics
H4042	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.055144041000000005	metagenomics
H4042	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.006035981	metagenomics
H4042	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.006035981	metagenomics
H4044	IBD	UNGROUPED	8229.0	proteomics
H4044	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	188.0	proteomics
H4044	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	98.0	proteomics
H4044	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	76.0	proteomics
H4044	IBD	K01805: xylose isomerase [EC:5.3.1.5]	92.0	proteomics
H4044	IBD	K02358: elongation factor EF-Tu	303.0	proteomics
H4044	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	13.0	proteomics
H4044	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	7.0	proteomics
H4044	IBD	K03521: electron transfer flavoprotein beta subunit	22.0	proteomics
H4044	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	48.0	proteomics
H4044	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	53.0	proteomics
H4044	IBD	K02967: small subunit ribosomal protein S2	50.0	proteomics
H4044	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	28.0	proteomics
H4044	IBD	K04043: molecular chaperone DnaK	164.0	proteomics
H4044	IBD	K04077: chaperonin GroEL	191.0	proteomics
H4044	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	21.0	proteomics
H4044	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	0.0	proteomics
H4044	IBD	K02357: elongation factor EF-Ts	39.0	proteomics
H4044	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	64.0	proteomics
H4044	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	21.0	proteomics
H4044	IBD	K07175: PhoH-like ATPase	35.0	proteomics
H4044	IBD	K00615: transketolase [EC:2.2.1.1]	2.0	proteomics
H4044	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	18.0	proteomics
H4044	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
H4044	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	0.0	proteomics
H4044	IBD	IGHG1	43423.0	transcriptomics
H4044	IBD	PIGR	570807.0	transcriptomics
H4044	IBD	IGHA1	365507.0	transcriptomics
H4044	IBD	IGHM	73881.0	transcriptomics
H4044	IBD	REG1A	1835396.0	transcriptomics
H4044	IBD	IGHA2	112385.0	transcriptomics
H4044	IBD	IGJ	306151.0	transcriptomics
H4044	IBD	OLFM4	354280.0	transcriptomics
H4044	IBD	CEACAM5	228086.0	transcriptomics
H4044	IBD	REG1B	988099.0	transcriptomics
H4044	IBD	ITLN1	70359.0	transcriptomics
H4044	IBD	B2M	968941.0	transcriptomics
H4044	IBD	IGKV3-20	39287.0	transcriptomics
H4044	IBD	MMP1	6602.0	transcriptomics
H4044	IBD	CLCA1	441187.0	transcriptomics
H4044	IBD	COL3A1	53080.0	transcriptomics
H4044	IBD	ALDOB	566906.0	transcriptomics
H4044	IBD	hsa-mir-6723	13912.0	transcriptomics
H4044	IBD	IGKV3-11	23452.0	transcriptomics
H4044	IBD	AGR2	161841.0	transcriptomics
H4044	IBD	LCN2	95818.0	transcriptomics
H4044	IBD	MMP3	5370.0	transcriptomics
H4044	IBD	SLC26A3	152983.0	transcriptomics
H4044	IBD	IGHV3-23	31656.0	transcriptomics
H4044	IBD	EEF1A1	690367.0	transcriptomics
H4044	IBD	PWY-6737: starch degradation V	0.14544436	metagenomics
H4044	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.001014812	metagenomics
H4044	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.03862872	metagenomics
H4044	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.14815602	metagenomics
H4044	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.1933935	metagenomics
H4044	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.1933935	metagenomics
H4044	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.042406528	metagenomics
H4044	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.041620963	metagenomics
H4044	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.042467221	metagenomics
H4044	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.10930115	metagenomics
H4044	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.028576062	metagenomics
H4044	IBD	PWY-6609: adenine and adenosine salvage III	0.09995808	metagenomics
H4044	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.027404163999999998	metagenomics
H4044	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.032477479000000004	metagenomics
H4044	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.028630452	metagenomics
H4044	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.11040467	metagenomics
H4044	IBD	PWY-6737: starch degradation V|unclassified	0.0204062255	metagenomics
H4044	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.029794729	metagenomics
H4044	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.033814093999999996	metagenomics
H4044	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.030449531000000002	metagenomics
H4044	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0296439	metagenomics
H4044	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.028550015	metagenomics
H4044	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.026633637	metagenomics
H4044	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.02752503	metagenomics
H4044	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.02752503	metagenomics
H4045	nonIBD	UNGROUPED	4454.0	proteomics
H4045	nonIBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	94.0	proteomics
H4045	nonIBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	21.0	proteomics
H4045	nonIBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	16.0	proteomics
H4045	nonIBD	K01805: xylose isomerase [EC:5.3.1.5]	19.0	proteomics
H4045	nonIBD	K02358: elongation factor EF-Tu	47.0	proteomics
H4045	nonIBD	K01812: glucuronate isomerase [EC:5.3.1.12]	22.0	proteomics
H4045	nonIBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	9.0	proteomics
H4045	nonIBD	K03521: electron transfer flavoprotein beta subunit	2.0	proteomics
H4045	nonIBD	K00024: malate dehydrogenase [EC:1.1.1.37]	14.0	proteomics
H4045	nonIBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	21.0	proteomics
H4045	nonIBD	K02967: small subunit ribosomal protein S2	13.0	proteomics
H4045	nonIBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	39.0	proteomics
H4045	nonIBD	K04043: molecular chaperone DnaK	25.0	proteomics
H4045	nonIBD	K04077: chaperonin GroEL	38.0	proteomics
H4045	nonIBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	0.0	proteomics
